,decimalLatitude,decimalLongitude,scientificName,id,eventDate,dateIdentified,coordinateUncertaintyInMeters
24,15,64.6667,Subeucalanus subcrassus,003b3858-2bc9-458c-8ce8-0adedda0bacc,1980-03-22T14:07:12Z,NA,NA
25,13.4333,48.8,Euterpina acutifrons,003e2914-ffa5-44cd-82e0-825a4bc5078b,1989-12-16T04:43:48Z,NA,NA
26,6.3501387,54.550137,Platax teira,003fb794-1c3e-4e9d-8418-e5490a65d2d1,NA,NA,NA
27,29.5333,49.6667,Parvocalanus latus,0049abc6-ead8-4d43-bd7f-5b661e331457,1968-08-29T13:15:00Z,NA,NA
28,13.771755,45.6265805,Paralia sulcata,004a893c-b0ad-4284-9fda-6d27519e59e3,2012-06-20/2012-06-20,NA,NA
29,12.9667,52.7167,Euterpina acutifrons,004a9062-2f76-4451-96c0-518981159123,1969-09-13T19:10:12Z,NA,NA
30,24.85,63,Subeucalanus crassus,004be90a-7a7e-4293-ad98-26eebebc4316,1969-03-04T22:00:00Z,NA,NA
31,13.2833,48.85,Euterpina acutifrons,004fd4f9-1fd8-4be9-a2a0-c139e0106bc6,1969-06-15T20:30:00Z,NA,NA
32,13.4,52.95,Euterpina acutifrons,0052bc81-4411-4e9d-a530-768de29d8334,1989-12-21T03:58:48Z,NA,NA
33,12.55,45,Euterpina acutifrons,0052f3d3-97f5-4064-a61c-185029c22be1,1986-08-20T22:00:00Z,NA,NA
34,27.8167,49.3,Temora turbinata,0057b482-27a4-4b8e-9208-260f318dc399,1970-01-18T22:00:00Z,NA,NA
35,1.0501388,56.73347,Carcharhinus falciformis,005a9f96-07fd-4645-937a-feb65ac6c555,NA,NA,NA
36,24.8667,58.6667,Lucicutia clausi,005b50ae-4e94-44e5-953e-036a63dd16c7,1968-09-06T05:00:00Z,NA,NA
37,12.3833,45,Euterpina acutifrons,005d8522-87c0-4449-8ea7-19671e31ae85,1989-07-28T08:19:48Z,NA,NA
38,26.0167,51.75,Calanopia elliptica,005ecaab-7f81-45e6-930c-a9343e85ad76,1968-09-01T07:19:48Z,NA,NA
39,23.68165,58.49705,Grapsus granulosus,005f3ef3-3373-4734-ac39-08255ec37c37,2005-01-16,NA,NA
40,14.321,57.347,Pulleniatina obliquiloculata,00682e36-f01f-4172-9adf-f9d64ba158d3,1986-05-24,1986-05-24,NA
41,25.28333,59.5,Grapsus granulosus,006a24d8-b6df-4cd1-948c-07c00905ab9b,2005-03-14,2011,NA
42,28.5833,50.0167,Subeucalanus subcrassus,006d7b68-0c15-4af3-b2ee-1a9288941a1e,1970-01-19T15:00:00Z,NA,NA
43,13.4333,52.95,Parvocalanus elegans,006f3f88-4ee7-4569-8d93-eae2e4c3ef80,1989-08-03T16:30:00Z,NA,NA
44,12,48,Syllis gracilis,006fd73f-da8a-4778-b211-a2eec90fce4b,1840-07-02T00:00:00Z,NA,NA
45,12.86,47.418,Spiroloculina angulata,007157bb-5fc1-4538-a850-064f93db52aa,1987-03-11,1987-03-11,NA
46,11.7167,45,Subeucalanus subcrassus,0075478b-7901-4f80-b5b6-f14a6c0927c5,1989-01-16T06:34:48Z,NA,NA
47,12.5667,45,Parvocalanus latus,0075d486-fbb8-475c-8b09-f3fcc3c3a278,1986-08-20T22:00:00Z,NA,NA
48,15.490278,42.389722,Neopomacentrus cyanomos,00769516-254b-4a2e-99a1-4ccb1ce7a620,1998-04-10,NA,NA
49,16.83585,42.30625,Epinephelus areolatus,0079ab96-f5f5-4dad-82a2-6e3fb37e51f7,2013-03-11,NA,NA
50,25.1333,54.5,Parvocalanus latus,007ea054-f233-4b5e-b626-b345333a0c2b,1968-07-09T17:04:48Z,NA,NA
51,14.5,50.3333,Subeucalanus subcrassus,008129ed-15ab-45dd-b3b0-ab507cafdd53,1986-08-14T00:30:00Z,NA,NA
52,11.8833,49.5167,Euterpina acutifrons,00823cf3-d18b-4eb6-9668-43bb5c279d48,1966-11-09T18:00:00Z,NA,NA
53,12,52.5,Parvocalanus elegans,0082fcef-b263-4856-8795-f920a3f4213b,1986-08-11T09:30:00Z,NA,NA
54,26.216665,51.416664,Scylla serrata,008300f5-4769-4477-b71b-3a96ab6a041b,1775,NA,NA
55,13.2833,48.8667,Euterpina acutifrons,00878be4-6d21-42c9-bcb6-9b6d304f24e0,1966-05-01T01:30:00Z,NA,NA
56,26.216665,51.416664,Zebrasoma xanthurum,00884ab5-451f-4615-b37e-0c761fb84c25,1852,NA,NA
57,1.4333,46.0333,Subeucalanus subcrassus,00889fd7-0032-4c4c-ba19-674b670dc31a,1970-09-22T08:30:00Z,NA,NA
58,16.5317,55.3317,Pulleniatina obliquiloculata,0088aca0-8c3e-44dc-8a9c-3f0f38afc3c6,1995-03-18,1995-03-18,NA
59,11.95,52.8667,Subeucalanus subcrassus,0089547c-b7b9-4b80-813c-f2f6ccfaa742,1986-10-16T14:43:12Z,NA,NA
60,6.0833,52,Abyla trigona,008b06df-2390-45ff-b455-fba1a79c98ba,1935-05-03,NA,500
61,13.8667,48.6,Parvocalanus latus,008b26b3-16cb-458c-92ec-64dd05b14ca6,1983-11-20T09:34:48Z,NA,NA
62,3.900139,56.800137,Istiompax indica,008da00b-179c-4b6f-9d24-2292236be772,NA,NA,NA
63,12.85,53.2167,Subeucalanus subcrassus,008da9f9-49dd-4aeb-a6fb-3f8a5d0d1e23,1989-12-20T20:45:00Z,NA,NA
64,15.3833,52.35,Parvocalanus latus,00a5ff4c-b92d-4eee-97ee-57fa1055e3c4,1989-01-09T18:30:00Z,NA,NA
65,0.41680554,55.883472,Carcharhinus falciformis,00aa1535-87da-4e55-82ed-2cb10eb4bb52,NA,NA,NA
66,27.35,51.6167,Parvocalanus latus,00b03ba2-b5ba-43e5-8204-8bb2a5c20d04,1970-01-21T22:00:00Z,NA,NA
67,23.75,60.75,Subeucalanus subcrassus,00b06810-7d33-4b53-aaf6-05bf521ac8ef,1969-03-06T01:19:48Z,NA,NA
68,18.0518,57.6081,Pulleniatina obliquiloculata,00b3ceeb-0904-4b6e-9cc5-2cd516d2cac8,1987-09-17,1987-09-17,NA
69,14.4833,52.5667,Euterpina acutifrons,00b5d1c9-e48b-442c-ba72-1b9e5f25f1f7,1986-08-07T19:00:00Z,NA,NA
70,25.65,57.25,Parvocalanus latus,00b75516-71fb-4413-8f2c-418a4c67abb3,1968-09-04T22:40:12Z,NA,NA
71,11.7167,45,Parvocalanus latus,00bfaa58-37a9-4048-9e95-be253219d68c,1989-01-16T06:34:48Z,NA,NA
72,12.55,45,Subeucalanus subcrassus,00c516e3-e1f6-4510-be19-b14ebd025e4b,1986-08-20T22:00:00Z,NA,NA
73,11.9167,52.5,Lucicutia clausi,00c6dfdc-2619-4289-9f02-28babee059db,1963-10-16T02:00:00Z,NA,NA
74,11.7333,49.5833,Euterpina acutifrons,00c71082-5204-4fa6-a1fb-092c0476b992,1966-11-09T15:00:00Z,NA,NA
75,27.4,50.4167,Parvocalanus latus,00ca84bf-e781-40a9-9a84-1bde9537484f,1968-08-31T05:40:12Z,NA,NA
76,0.65013885,51.43347,Carcharhinus falciformis,00ce971d-158a-4c99-87b1-5ecaea6ccba6,NA,NA,NA
77,12.65,53.2833,Subeucalanus crassus,00d12a25-d316-44df-b4e0-b255e63ca0bc,1989-12-20T17:19:48Z,NA,NA
78,25,54.5,Euterpina acutifrons,00d2431a-6a15-410a-b937-04efd76291bf,1970-01-30T03:30:00Z,NA,NA
79,16.790933,42.198667,Plotosus lineatus,00d3f708-4d91-4cad-8ac5-e9e1860f1b24,2013-03-10,NA,NA
80,12.220000267,51.5800018311,Aidanosagitta neglecta,00d65463-f7db-4bc9-a9e4-6169ced8e9b6,NA,NA,NA
81,3.7168057,54.450138,Carcharhinus falciformis,00dc1d53-ec97-45cb-a8a9-fc870f75a938,NA,NA,NA
82,12.75,48.9167,Subeucalanus subcrassus,00dd23f0-f84b-4a8d-a9fb-799868234a77,1986-08-16T16:00:00Z,NA,NA
83,12.6717,54.196083,Acanthurus sohal,00e223f7-6b53-40a9-9155-196bab56123b,NA,NA,NA
84,26.6333,56.6833,Subeucalanus subcrassus,00e89955-46ce-4024-96ed-1eb8015f404a,1970-01-27T15:30:00Z,NA,NA
85,23.1667,60.3333,Subeucalanus subcrassus,00ed8afa-3239-4fd0-9157-ee97f036659a,1968-09-07T15:30:00Z,NA,NA
86,23.8333,58.6,Subeucalanus subcrassus,00eddcfd-0a77-453c-81e1-f2db80c0355f,1968-09-06T21:19:48Z,NA,NA
87,27.0667,51.6,Calanopia elliptica,00ef80e9-e216-4090-86fe-d14559543180,1970-01-22T02:00:00Z,NA,NA
88,2.8,50.65,Subeucalanus subcrassus,00f2e106-5209-4b7d-b142-4f1e9a18cbb5,1970-10-25T07:45:00Z,NA,NA
89,2.750139,55.850136,Seriola rivoliana,00f75daa-335e-43d7-9a06-c7dcc247c215,NA,NA,NA
90,13.4833,48.8167,Subeucalanus subcrassus,00fb2117-5834-475e-b0d2-370adcde1e91,1989-01-12T23:00:00Z,NA,NA
91,12.6667,53.2833,Parvocalanus elegans,0102de80-2498-471e-9ddd-4a36b5ff41b0,1986-10-15T07:15:00Z,NA,NA
92,12.3333,43.6167,Euterpina acutifrons,0104c088-4a0a-4679-b7d0-4074d8c2ceda,1963-09-05T11:40:12Z,NA,NA
93,22.01472222,64.0075,Rhizosolenia imbricata,0109bcdd-e0db-44b8-a42a-759085a1239d,2009,NA,NA
94,23.62726,58.28472,Mactra lilacea,010f679c-c0ae-479f-8961-4b2678763ef6,2022-02-11,NA,NA
95,12.6667,51.0333,Euterpina acutifrons,010f6a52-00a2-498a-9340-71ef757ef997,1969-09-07T21:00:00Z,NA,NA
96,25.0335633333329,57.9892333333329,Galeocerdo cuvier,011b2cfc-2114-4b11-a446-115020956bcf,NA,NA,NA
97,13.0833,48.9,Parvocalanus elegans,011b6a77-c647-461b-8568-8b067770eb49,1989-12-16T00:25:01Z,NA,NA
98,25.65,57.25,Parvocalanus latus,011bccb7-2abd-4e80-862c-c2d2374ab7e6,1968-09-04T22:40:12Z,NA,NA
99,29.35,49.2333,Parvocalanus latus,011f60a2-6683-4ace-b635-646dcad3e7db,1968-08-29T10:15:00Z,NA,NA
100,13.2833,48.8667,Euterpina acutifrons,011fafa9-d9a1-4832-9ee1-046a0af2a799,1963-11-30T12:49:48Z,NA,NA
101,13,48.95,Subeucalanus crassus,01258f2d-6635-4300-aed6-c7d3a16ebb96,1989-07-31T13:25:12Z,NA,NA
102,15.490833,42.389722,Neopomacentrus cyanomos,0128c4c1-f983-4e7b-963a-3acf4a0b5fc9,1998-04-08,NA,NA
103,1.2001389,62.633472,Carcharhinus falciformis,0128ffdf-e142-4db1-b9b3-256748390243,NA,NA,NA
104,13.3,48.8667,Euterpina acutifrons,012adbb5-9234-4c49-b1fe-bd60411f6236,1963-09-10T13:30:00Z,NA,NA
105,25.1097202301,63.8009986877,Abudefduf vaigiensis,0134ec37-521d-4f74-84fa-cddce003b744,1963-11-27T12:00:00Z,NA,NA
106,13.8667,48.6,Euterpina acutifrons,013b46d0-ee3b-4b77-b43a-95567eab960f,1966-03-16T02:00:00Z,NA,NA
107,11.0799999237,51.186668396,Tetrosomus gibbosus,013dd68b-4d17-464d-8c8c-c9f309d7a7de,NA,NA,NA
108,13.771755,45.6265805,Paralia sulcata,01405db6-58af-40a5-acd0-d9a8380ad202,2014-01-27/2014-01-27,NA,NA
109,12,63.3333,Subeucalanus subcrassus,0141b750-24eb-4284-b389-3abfe38b2f76,1980-03-29T06:10:12Z,NA,NA
110,1.0168055,52.08347,Carcharhinus falciformis,0141f5ae-c3c8-4fcd-9ea4-8289b1cfc674,NA,NA,NA
111,12.2167,44.2833,Euterpina acutifrons,014888a9-0055-4d98-9410-5d7b9a9da85f,1969-06-22T18:19:48Z,NA,NA
112,2.3334723,56.28347,Carcharhinus falciformis,014a5143-4ecd-4586-aa04-fb687d48410f,NA,NA,NA
113,21.26181,63.35408,Pseliodinium fusus,014db72c-9101-4368-9540-f18045f08fbb,1994-09-02,NA,NA
114,16.83585,42.30625,Iphione muricata,014e4e59-2280-49d5-a2ce-d0372c4ef532,2013-03-11,NA,NA
115,16.8337,42.5826,Trochus erithreus,014eaf9b-0bc0-4996-86a9-2ee8ee774a16,2013-03-11,NA,NA
116,12.4,43.7333,Subeucalanus crassus,0158786f-6bd0-438b-8331-2b1f4164c0a8,1964-12-29T14:00:00Z,NA,NA
117,25.2333,58.9833,Parvocalanus elegans,0158f73a-26b5-4b03-a902-cf39a393846c,1969-07-26T21:30:00Z,NA,NA
118,4.033472,62.566803,Lepidochelys olivacea,0159b0e5-3e9b-4d97-9c58-e90414976daa,NA,NA,NA
119,12.4833,44,Parvocalanus latus,015ad71b-da50-4f5f-9b52-dfc3b45389bf,1989-01-17T01:00:00Z,NA,NA
120,25.75,55.4167,Calanopia elliptica,0160c4b7-b125-4ad7-b87f-79469fed0d46,1968-09-03T11:34:48Z,NA,NA
121,22.55,59.60833333,Sillago sihama,01634ff5-f7db-4a5e-afa4-edf44eb330f9,1981-11-04,NA,NA
122,27.0667,51.6,Parvocalanus latus,01698212-29fb-466f-ba51-69e1a8e1e47f,1968-07-07T08:15:00Z,NA,NA
123,25.5667,56.8333,Parvocalanus latus,016ab122-62cb-48e5-9621-9fa00703968a,1970-01-26T17:30:00Z,NA,NA
124,3.8334723,55.53347,Seriola rivoliana,016b9641-c3e0-4d4e-b947-9f7dbe118437,NA,NA,NA
125,16.4333,53.1333,Euterpina acutifrons,016f2ed0-101b-4b85-9cf0-0baa351481e5,1969-08-29T07:40:48Z,NA,NA
126,27.6167,50.8,Euterpina acutifrons,016f9f85-6d4d-45e2-8de1-ab0d7a1444a3,1968-08-31T09:00:00Z,NA,NA
127,27,51,Penaeus semisulcatus,01770cf4-6c84-488d-8abf-7729d04ba308,1844-07-02T00:00:00Z,NA,NA
128,12.6717,54.196083,Chaetodon lunula,017f9213-129c-4dc5-af77-62bbc86c492a,2013-10-12,NA,NA
129,2.300139,61.48347,Carcharhinus falciformis,0194d186-047d-4fff-9429-8c7eb9fa8cdb,NA,NA,NA
130,10,63.3333,Subeucalanus subcrassus,0194f4a0-bf19-4349-8c82-8ea8a00893d6,1980-04-03T10:10:12Z,NA,NA
131,13.3833,46,Parvocalanus latus,01951955-de8a-4e92-951b-6567fb80aaf0,1989-01-15T09:30:00Z,NA,NA
132,12.2167,44,Subeucalanus subcrassus,0195559b-a887-4506-a9c7-454c3c92e29e,1989-07-27T02:15:00Z,NA,NA
133,11.8167,52.0667,Subeucalanus subcrassus,01956af9-9d07-49be-8af4-18470fb7fe19,1986-10-17T02:34:48Z,NA,NA
134,1.9501389,53.53347,Lepidochelys olivacea,0195dd22-5a84-475c-91ac-462628190711,NA,NA,NA
135,28.7167,50.25,Parvocalanus latus,019e8e1e-4c31-4c50-90a6-56652e6a2188,1968-07-05T18:15:00Z,NA,NA
136,11.95,52.8667,Euterpina acutifrons,01a0fd08-338d-4875-9ef7-1076ceb07a3e,1965-03-07T21:25:12Z,NA,NA
137,18.0518,57.6081,Pulleniatina obliquiloculata,01a169d9-7062-434d-a00e-96c4418fdff7,1987-09-17,1987-09-17,NA
138,12.4333,46,Parvocalanus latus,01a659c4-574e-4aba-84b5-07b3f8fdecb1,1989-12-13T07:28:48Z,NA,NA
139,15.5667,52.2333,Parvocalanus elegans,01ab0f72-f98f-4845-acbe-a27aa6c7ab7e,1989-08-04T21:10:12Z,NA,NA
140,14.4833,52.5667,Parvocalanus elegans,01ac05db-9bb8-47bb-9e93-20016e90d97a,1989-08-04T06:00:00Z,NA,NA
141,6.0833,49.3333,Subeucalanus subcrassus,01b052f6-01c9-41df-aa7c-3f994f5c7247,1970-10-05T06:30:00Z,NA,NA
142,11.7478667,43.2151667,Isognomon legumen,01b22b38-50c3-4d6a-bd2e-6cd513b2576d,2012-10-02,NA,NA
143,3,46.95,Subeucalanus crassus,01b26427-e2a3-48f5-b194-71d3cf87a8c3,1970-09-27T21:00:00Z,NA,NA
144,8.65,58.567,Pulleniatina obliquiloculata,01b5d488-bcc4-4dea-9167-5daac46caa9a,1958-05-29,1958-05-29,NA
145,15.45,52.1667,Euterpina acutifrons,01ba3dac-1d5c-4e49-b771-646df6921e7e,1963-05-24T05:45:00Z,NA,NA
146,11.75,45,Subeucalanus subcrassus,01ba5f72-418d-4f98-b663-8f850ce28163,1986-10-22T07:45:00Z,NA,NA
147,12.6667,53.2833,Subeucalanus crassus,01bae29e-463b-4149-9b1a-fa4f2d37ccf9,1986-10-15T07:15:00Z,NA,NA
148,0.41916666666667,56.0335333333329,Carcharhinus falciformis,01bcfc51-a2b6-4cae-854e-8b126b57930f,NA,NA,NA
149,12.2167,44.8333,Calanopia elliptica,01c79dea-ccf0-4025-af5a-88355e500c0b,1964-12-30T02:00:00Z,NA,NA
150,12.7667,49,Parvocalanus latus,01c9a8da-0d9f-4004-97b5-f14cff3cae95,1989-01-12T15:30:00Z,NA,NA
151,11.5833,49.6667,Euterpina acutifrons,01ce0051-7fb3-4f1d-b7bb-4edd61c36b68,1967-02-09T12:15:00Z,NA,NA
152,12.2667,44.9167,Calanopia elliptica,01cf399c-f7db-469c-be73-47ab51b4c499,1963-09-06T23:30:00Z,NA,NA
153,20.3987,58.48965,Rhinoclavis sinensis,01d1c164-2e1f-48ae-a58e-c4aaca28b7e5,2005-01-19,NA,NA
154,15.5333,52.2333,Subeucalanus subcrassus,01d431d9-7fdd-4617-af15-164a1147b5a6,1989-12-22T03:55:48Z,NA,NA
155,12.2333,43.5,Euterpina acutifrons,01d46b81-ddd4-4ffa-bce3-4fd37d2b0068,1966-12-01T04:55:12Z,NA,NA
156,30,54,Obelia dichotoma,01d78c7f-5801-4a1f-b420-e8f8a86f394b,1930-12-16,1934-01,1000.0
157,26.6800003052,50.1800003052,Naria turdus,01d9202b-91eb-4606-97ae-e041af1908fd,1955-07-02T12:00:00Z,NA,NA
158,2.1334724,51.566803,Carcharhinus falciformis,01dd9fa9-503c-497b-b308-f5e22474133e,NA,NA,NA
159,0.25,52.5499999999999,Istiompax indica,01e45fd0-2568-4cdf-8592-ee8c8646e660,NA,NA,NA
160,21.95,63,Subeucalanus subcrassus,01ef2c20-5218-4174-a175-b690596c8058,1969-02-02T20:00:00Z,NA,NA
161,26.5008335114,51.0999984741,Crenidens crenidens,01ef4bb4-f065-4107-94b9-73d176173b85,1977-02-14T12:00:00Z,NA,NA
162,12.86,47.418,Spiroloculina angulata,01ef8761-c74e-4783-9f2d-6164d8f3edb1,1987-03-11,1987-03-11,NA
163,22.2667,63,Subeucalanus subcrassus,01f0aca2-a723-4c91-bead-63428d84a6cc,1969-03-04T07:07:12Z,NA,NA
164,12.86,47.418,Spiroloculina angulata,01f36efb-4483-4139-b9e2-6e338fdf38b6,1987-03-11,1987-03-11,NA
165,2.38000011444,48.5,Aidanosagitta neglecta,01f78622-d921-4138-a2fc-ba057e0ce08a,NA,NA,NA
166,0.9334722,50.73347,Carcharhinus falciformis,0200244d-6b39-4849-9098-97aeeb8bbda8,NA,NA,NA
167,25.2333,56.8,Calanopia elliptica,0202723e-05e2-43c9-9e7a-93f21defc384,1969-07-24T18:10:12Z,NA,NA
168,24.7333,61.4833,Parvocalanus latus,0202afb5-83a9-4913-be68-6cfbbed6daf8,1969-06-26T15:30:00Z,NA,NA
169,11.756,43.1052,Pygoplites diacanthus,0202e6ce-9449-4875-8f40-4812c964a242,NA,NA,NA
170,26.4667,56.6333,Subeucalanus subcrassus,020442ed-1208-473d-b34f-dd8ce010ae0c,1968-09-04T12:30:00Z,NA,NA
171,7.150139,51.550137,Ablennes hians,0205bfed-dfe4-4511-af0a-3a30cc3ecc2c,NA,NA,NA
172,11.5833,49.6667,Euterpina acutifrons,0206dfba-40ab-4511-abfe-c42bd40fbe65,1967-02-09T12:15:00Z,NA,NA
173,11.0833,44.8,Subeucalanus subcrassus,020ae004-481f-468e-90cb-7cd615c628e2,1963-05-30T22:30:00Z,NA,NA
174,25.3667,56.9333,Subeucalanus crassus,020b5735-6818-42f3-994d-cc5ea65d9191,1968-09-05T04:00:00Z,NA,NA
175,14.916667,42.883333,Lutjanus fulviflamma,020c8b4c-ac63-4edb-a8df-9de4babdcdfa,1998-03-29,NA,NA
176,12.1167,45,Parvocalanus latus,0212e3b3-f1e9-45a6-8485-f961eb9278ca,1989-07-28T12:30:00Z,NA,NA
177,27.8,51.1833,Parvocalanus latus,02135149-1a8a-4117-8c46-4e952372aab1,1968-08-31T12:00:00Z,NA,NA
178,12.3833,45,Euterpina acutifrons,021834b2-726f-4dca-9899-9dc7efb3782d,1986-08-21T03:04:48Z,NA,NA
179,25.65,57.25,Subeucalanus crassus,0219fd9f-f7c1-4f28-9122-9f9c6f054e77,1968-09-04T22:40:12Z,NA,NA
180,12.6717,54.196083,Lutjanus kasmira,021a13f3-78f0-44b5-904d-68342cf8f55a,NA,NA,10
181,12.6717,54.196083,Lutjanus kasmira,02208049-f524-4051-bd8f-b76862a62dd5,NA,NA,10
182,12.0667,45,Euterpina acutifrons,0222696c-3610-49ac-b4da-2ee6d98c78d6,1989-09-20T06:16:48Z,NA,NA
183,2.3668058,53.65014,Carcharhinus falciformis,0222b508-080d-44a1-ba80-f31e19d49e5e,NA,NA,NA
184,13.771755,45.6265805,Chaetoceros curvisetus,02237d1f-c0eb-47eb-a1b8-cc7bcbd2ff9e,2008-10-07/2008-10-07,NA,NA
185,26.4667,53.55,Temora turbinata,022b0963-5a02-4aab-b4b7-d4bc8a4791af,1968-07-08T08:00:00Z,NA,NA
186,12.3667,45,Subeucalanus subcrassus,022b3abf-3fa4-40a0-83d3-6361f8a843f7,1989-01-15T22:30:00Z,NA,NA
187,12.4167,44.8167,Subeucalanus subcrassus,022b56d3-0794-4ca5-8f0a-b31f3ec11d75,1966-11-29T18:25:12Z,NA,NA
188,13.3833,47.4167,Euterpina acutifrons,022ff308-3033-408f-89aa-0f0314a82916,1986-08-18T03:30:00Z,NA,NA
189,12.65,53.2833,Subeucalanus subcrassus,023022d3-db5a-4ac0-abdf-efeb47f62c65,1989-12-20T17:19:48Z,NA,NA
190,12.4167,44.8167,Subeucalanus subcrassus,0230de61-2fe0-46bc-a025-66785156376c,1966-11-29T18:25:12Z,NA,NA
191,26.6533336639,51.0900001526,Lagocephalus sceleratus,023b4b41-3d6b-47ef-a016-72ea52f2103a,NA,NA,NA
192,15.0200004578,52.5999984741,Aidanosagitta neglecta,023cbc94-5f82-464b-a0f9-6f8d73805692,NA,NA,NA
193,14.4833,52.5667,Euterpina acutifrons,023cf5be-309e-4c42-9f18-dbe4631ca66a,1986-08-07T19:00:00Z,NA,NA
194,2.300139,53.500137,Carcharhinus falciformis,023d7972-dc9c-4675-b449-7b00680cb84a,NA,NA,NA
195,14,63.3333,Parvocalanus latus,023f9c28-f900-4e13-9d58-1ec350429977,1980-03-24T22:30:00Z,NA,NA
196,13.6167,47.4167,Euterpina acutifrons,02435823-326e-4c93-9f5f-c34ab3b4b8e0,1986-08-18T12:30:00Z,NA,NA
197,12.05,53.0667,Subeucalanus crassus,024906ed-2c3e-4aba-9a8e-794d699673f4,1966-05-05T09:19:48Z,NA,NA
198,5.050139,52.266804,Carcharhinus falciformis,024c43b0-9448-4a61-8dde-1717ffe8741b,NA,NA,NA
199,12.5333,43.9167,Euterpina acutifrons,026160eb-6df4-4dc5-be50-14046a45ffca,1966-12-01T11:34:48Z,NA,NA
200,0.9334722,50.73347,Carcharhinus falciformis,0262c005-247c-46af-8713-3082d8c5ec7a,NA,NA,NA
201,2.250139,51.700138,Carcharhinus falciformis,0262c2e8-87e4-4d48-8f02-37c9333d2df3,NA,NA,NA
202,14,52.7333,Subeucalanus subcrassus,02640e1a-0d61-4dc6-9060-e3d0429de807,1986-10-14T03:25:12Z,NA,NA
203,26.4538,53.97,Acanthurus chirurgus,0267a1ac-2782-4b71-a9d6-16b79572092d,2005-05-29T00:00:00,NA,NA
204,28.5667,50.0167,Euterpina acutifrons,0267b9da-8095-424d-b57a-1291fb725711,1968-08-30T03:40:12Z,NA,NA
205,25.1,56.8167,Parvocalanus latus,026a8e39-02ce-405b-8ebb-13fc9f76cd49,1969-07-24T20:30:00Z,NA,NA
206,29.5333,49.6667,Subeucalanus subcrassus,026d46fc-b7f6-43ff-92e5-c29fb3af48b1,1968-07-04T15:30:00Z,NA,NA
207,22.67319,60.71453,Chaetoceros diversus,0270e059-688d-4a72-9200-4a2cd618146b,1994-09-01,NA,NA
208,29.320278,47.854168,Planiliza carinata,0274617b-7781-4cbb-8e18-0ff6f86f355d,1836,NA,NA
